"LocusName","He","FST","T1","T2","FSTNoCorr","T1NoCorr","T2NoCorr","meanAlleleFreq","indexOrder","GoodH","qvalues","pvalues","pvaluesRightTail","OutlierFlag"
"Contig_448154.002",0.00814097662021407,0.00426176288213448,1.73800469113073e-05,0.00407813559599134,0.0165637849762462,6.75611881763384e-05,0.0040788496272577,0.99591280653951,2,"lowH",0.813854213357159,0.726731404660282,0.363365702330141,FALSE
"Contig_311903.002",0.0600515770680419,0.0163557503047585,0.000492755559033266,0.0301273588708372,0.0284432581535166,0.000857085482157502,0.0301331682021645,0.969014084507042,4,"goodH",0.696434026821696,0.103868295804914,0.0519341479024569,FALSE
"Contig_79143.002",0.00291120196516759,0.00552256410650393,8.05570585464375e-06,0.00145868942384146,0.0186663441728677,2.72328517758241e-05,0.00145892797880628,0.998542274052478,6,"lowH",0.813854213357159,0.541035136489782,0.270517568244891,FALSE
"Contig_430719.001",0.00843866704969831,-0.00546222443113384,-2.30640959088533e-05,0.00422247313336147,0.0075364124728418,3.18284716049858e-05,0.00422329214592259,0.00423728813559322,8,"lowH",0.813854213357159,0.253179721439234,0.873410139280383,FALSE
"Contig_428192.001",0.0138689491588901,0.0136912995386395,9.52864601298902e-05,0.00695963592506128,0.0311696495250588,0.000216985469997705,0.00696143438582007,0.00698324022346369,10,"goodH",0.591257222093025,0.0617314499566668,0.0308657249783334,FALSE
"Contig_346283.001",0.00534755514666241,0.0121578109646905,3.25987004628102e-05,0.00268129686811923,0.0240870092313083,6.45947935425502e-05,0.00268172743748485,0.00268096514745308,12,"lowH",0.813854213357159,0.227283220869243,0.113641610434622,FALSE
"Contig_293077.001",0.020141799621417,0.000110836963733522,1.11832306306224e-06,0.0100898024033837,0.0170819364544009,0.000172394293878003,0.0100921985243417,0.0101744186046512,14,"goodH",0.813854213357159,0.677458464131698,0.338729232065849,FALSE
"Contig_128278.001",0.0104435764427084,-0.00210350919875125,-1.09956686014112e-05,0.00522729760722643,0.00986352149826476,5.15676925703544e-05,0.00522812188115842,0.005249343832021,16,"goodH",0.813854213357159,0.500578112644376,0.749710943677812,FALSE
"Contig_558301.001",0.0109286318077526,-0.00216095554416105,-1.18212171429905e-05,0.00547036572544571,0.0103780362966722,5.67818354611812e-05,0.00547134677871465,0.00549450549450549,18,"goodH",0.813854213357159,0.561543789561358,0.719228105219321,FALSE
"Contig_54435.001",0.0290634435829831,-0.00337137964288185,-4.90430968592544e-05,0.0145468923865638,0.0100151407042837,0.000145719687625137,0.0145499391299424,0.0147492625368732,20,"goodH",0.813854213357159,0.5183930678368,0.7408034660816,FALSE
"Contig_115972.001",0.0226599124801931,-0.00376340726830622,-4.26958748605065e-05,0.011345005155321,0.0125736577858549,0.000142680237485127,0.0113475521534902,0.0114613180515759,22,"goodH",0.813854213357159,0.829185856469782,0.585407071765109,FALSE
"Contig_85828.001",0.0253765174694853,0.0060192366724245,7.65266326950326e-05,0.0127136773082239,0.017478263995692,0.000222248598661841,0.0127157135695296,0.012853470437018,24,"goodH",0.813854213357159,0.641306689525621,0.320653344762811,FALSE
"Contig_402679.001",0.0189427871838512,-0.00675998909483091,-6.40621073409802e-05,0.00947665838543525,0.00572483346532688,5.42596750800024e-05,0.00947794820733782,0.00956284153005465,26,"goodH",0.82770718208381,0.112912451563118,0.943543774218441,FALSE
"Contig_344463.001",NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"Contig_73927.002",0.0145130125508703,-0.00854559936013969,-6.20355656539728e-05,0.00725935806718638,0.00498376191674564,3.61875756926824e-05,0.00726109639609602,0.992690058479532,30,"goodH",0.831530922558314,0.0725232859835356,0.963738357008232,FALSE
"Contig_17256.001",0.104664635783949,-0.000382017276121913,-2.00185306454397e-05,0.0524021605741494,0.0122130639182584,0.000640104162322563,0.0524114314480592,0.0554016620498615,32,"goodH",0.813854213357159,0.785237892170064,0.607381053914968,FALSE
"Contig_383810.001",0.0149022896770645,-0.00477471658368069,-3.56099296285859e-05,0.00745801955037406,0.00894985719336241,6.6759772959954e-05,0.00745931153063155,0.00750750750750751,34,"goodH",0.813854213357159,0.396756453365212,0.801621773317394,FALSE
"Contig_453453.001",0.00286122445628534,0.0103040146842508,1.47804666406519e-05,0.00143443765304829,0.0231081044302551,3.3152560353931e-05,0.00143467243079121,0.00143266475644699,36,"lowH",0.813854213357159,0.268432989014895,0.134216494507447,FALSE
"Contig_469982.001",0.0082529532065565,-0.00446727395728382,-1.84495094452921e-05,0.00412992568212892,0.00821546854536164,3.39355020949691e-05,0.00413068371056313,0.00414364640883978,38,"lowH",0.813854213357159,0.31906986979733,0.840465065101335,FALSE
"Contig_610958.001",0.0348727285459192,0.0150071072214543,0.000262647568831006,0.0175015454314554,0.0324127753503411,0.000567379505489011,0.0175048109690194,0.0177514792899408,40,"goodH",0.54665073701216,0.0483726911169033,0.0241863455584517,FALSE
"Contig_6611.001",0.0602000980357831,-0.00815375798233886,-0.000245544041878034,0.0301142175681306,0.0051025948714135,0.000153683203989205,0.0301186372545842,0.0310650887573964,42,"goodH",0.830831642906408,0.0783090935919847,0.960845453204008,FALSE
"Contig_564942.001",0.135524817811833,0.00588242477246182,0.000399428953859515,0.0679020929820327,0.0180924917737286,0.00122869850861199,0.0679120667279303,0.0731070496083551,44,"goodH",0.813854213357159,0.587946324301903,0.293973162150952,FALSE
"Contig_34911.001",0.00927336908298293,-0.000370901042270075,-1.72234028740586e-06,0.00464366526679028,0.0137620580794551,6.39188152731482e-05,0.0046445680510948,0.0046583850931677,46,"lowH",0.813854213357159,0.971156554866497,0.514421722566751,FALSE
"Contig_79543.001",0.0103624131944444,-0.00561710401123816,-2.91214003971011e-05,0.00518441537469091,0.00634023943998831,3.28757609464081e-05,0.00518525542411829,0.00520833333333333,48,"goodH",0.82312492240693,0.154186774717706,0.922906612641147,FALSE
"Contig_139317.001",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"Contig_381074.002",0.118799001052897,-0.0055153290097162,-0.000327912088634415,0.0594546740650905,0.00920832889355269,0.000547595785726338,0.0594674443166059,0.936578171091445,52,"goodH",0.813854213357159,0.425426486952773,0.787286756523614,FALSE
"Contig_294921.002",0.0088104001879552,-0.0055218706685648,-2.43445013664467e-05,0.00440874167970583,0.00803991082256995,3.54526482728163e-05,0.00440958227711833,0.995575221238938,54,"lowH",0.813854213357159,0.301440316526562,0.849279841736719,FALSE
"Contig_540122.002",0.0116275093191069,-0.00394437895710078,-2.29539435165809e-05,0.00581940624017845,0.00946850916707443,5.51131024610258e-05,0.00582067371837954,0.994152046783626,56,"goodH",0.813854213357159,0.454878038867834,0.772560980566083,FALSE
