LocusName,He,FST,T1,T2,FSTNoCorr,T1NoCorr,T2NoCorr,meanAlleleFreq,indexOrder,GoodH,qvalues,pvalues,pvaluesRightTail,OutlierFlag
232_contig_2_2036.004,0.042308254200146,0.004642700422918,9.8397856335577E-05,0.0211940998497,0.016613894056597,0.000352176431697,0.021197705396296,0.978378378378378,2,goodH,0.782994974129889,0.678748776577125,0.339374388288563,FALSE
232_contig_3_2037.001,0.016084733382031,-0.00587041686646,-4.7241836948383E-05,0.008047441608158,0.006517726441217,5.24602553950145E-05,0.008048858120719,0.991891891891892,4,goodH,0.784853274406645,0.188740355045004,0.905629822477498,FALSE
232_contig_4_8595.003,0.002911201965168,-0.0010789058516,-1.5725454698034E-06,0.001457537251718,0.012236663541721,1.783845214215E-05,0.001457787253963,0.998542274052478,6,lowH,0.782994974129889,0.835329603034396,0.582335198482802,FALSE
232_contig_6_8607.004,0.014471011228315,0.003898490444734,2.82617065064901E-05,0.007249397403209,0.017010772965777,0.000123338683662,0.007250621938816,0.007288629737609,8,goodH,0.782994974129889,0.642010894529997,0.321005447264998,FALSE
335_contig_7_972.004,0.03258364784439,0.012749958419995,0.00020841146826,0.016346050817963,0.028511337250786,0.000466161842657,0.0163500518603,0.016566265060241,10,goodH,0.634390344510475,0.091761041957247,0.045880520978624,FALSE
335_contig_8_973.004,0.026741000145159,-0.004953221701232,-6.63306205515182E-05,0.013391409581974,0.014972563897849,0.00020056576721,0.013395552597283,0.01355421686747,12,goodH,0.782994974129889,0.845034952549985,0.422517476274993,FALSE
341_contig_9_1400.004,0.074848846575635,0.011041212185756,0.000414538262029,0.037544633239117,0.027922583374553,0.001048563113348,0.037552510786073,0.038940809968847,14,goodH,0.655762363360837,0.102613521909664,0.051306760954832,FALSE
436_contig_10_1048.004,0.007643199612771,-0.005866569773382,-2.24323400244789E-05,0.003823757475153,0.005904457825014,2.25809585415497E-05,0.003824391537846,0.00383631713555,16,lowH,0.788304255945513,0.141587908989979,0.929206045505011,FALSE
436_contig_11_1080.002,0.013140029674421,-0.002688392351073,-1.76802548507659E-05,0.006576515828767,0.009388952823195,6.17575664442632E-05,0.006577684179187,0.006613756613757,18,goodH,0.782994974129889,0.48442522305143,0.757787388474285,FALSE
536_contig_13_3480.002,0.011627509319107,-0.001109821745274,-6.46076891223342E-06,0.005821447398867,0.012201542558772,7.10438817339694E-05,0.005822532797945,0.005847953216374,20,goodH,0.782994974129889,0.830994125451615,0.584502937274192,FALSE
536_contig_14_3481.003,0.011627509319107,0.005647246301337,3.29262704643148E-05,0.005830500160143,0.025486635683148,0.000148641134696,0.00583212066686,0.005847953216374,22,goodH,0.782994974129889,0.161078965173471,0.080539482586736,FALSE
536_contig_15_3490.003,0.005830853937964,-0.002683741592061,-7.83314803063251E-06,0.00291874152631,0.010706722043269,3.125601527703E-05,0.002919288943032,0.002923976608187,24,lowH,0.782994974129889,0.64500016372284,0.67749991813858,FALSE
536_contig_16_3491.002,0.02311822441093,0.001377572254389,1.59492424888614E-05,0.011577790158045,0.014546758225177,0.000168450381331,0.011579925831119,0.011695906432749,26,goodH,0.782994974129889,0.891716092895233,0.445858046447617,FALSE
794_contig_17_11572.003,0.040909831550035,0.002710349349686,5.55447013943551E-05,0.020493557924842,0.016850913426655,0.000345410078311,0.020498003257493,0.020891364902507,28,goodH,0.782994974129889,0.656641248349632,0.328320624174816,FALSE
794_contig_18_11602.002,0.013985320372942,-4.18410897312481E-06,-2.92990689697066E-08,0.007002463166686,0.012807992038494,8.9706393459111E-05,0.007003938883589,0.007042253521127,30,goodH,0.782994974129889,0.905296054499928,0.547351972750036,FALSE
794_contig_19_11604.001,0.0084149970244,-0.004586200811077,-1.93126549981309E-05,0.004211035624843,0.008374413362043,3.52724703853338E-05,0.004211933285406,0.004225352112676,32,lowH,0.782994974129889,0.368573295043664,0.815713352478168,FALSE
803_contig_20_291.002,0.002699050401753,0.004043207933973,5.46650479096635E-06,0.001352021681852,0.016301463142999,2.20441530036398E-05,0.00135228063949,0.001351351351351,34,lowH,0.782994974129889,0.708642876588133,0.354321438294066,FALSE
1009_contig_21_1199.001,0.022219416740311,-0.001005883076057,-1.11932512491573E-05,0.011127785639895,0.014937420093416,0.000166255754455,0.011130151887999,0.01123595505618,36,goodH,0.782994974129889,0.848835921569266,0.424417960784633,FALSE
1009_contig_22_1234.001,0.08554243706839,0.033383232819838,0.00143577164823,0.043008765986768,0.046458805643379,0.001998469652203,0.043015949818937,0.044776119402985,38,goodH,0.079907694623155,0.002099485607137,0.001049742803569,FALSE
1009_contig_23_1332.003,0.01946960611034,-0.002976561613795,-2.90181364414874E-05,0.009748878137445,0.013465195997587,0.000131295967719,0.009750765435793,0.009831460674157,40,goodH,0.782994974129889,0.9840708902919,0.50796455485405,FALSE
1009_contig_24_1333.004,0.016711905062492,-0.007409595099424,-6.1946020145557E-05,0.00836024361849,0.005468075947279,4.57213779109439E-05,0.008361511133307,0.008426966292135,42,goodH,0.790755003528509,0.112320206332818,0.943839896833591,FALSE
1279_contig_25_26898.003,0.01069487802058,-0.001459841486206,-7.82607042188294E-06,0.005360904245995,0.023104679586765,0.000123904532949,0.005362746212678,0.005376344086022,44,goodH,0.782994974129889,0.24536249117655,0.122681245588275,FALSE
1279_contig_27_26971.004,0.00275861542688,0.002654100888399,3.6670656604374E-06,0.001381660236228,0.015198246907512,2.10025489922875E-05,0.001381906026405,0.001381215469613,46,lowH,0.782994974129889,0.820855337928124,0.410427668964062,FALSE
1282_contig_28_8348.001,0.008862453662531,-0.002904693518103,-1.2885933067767E-05,0.004436245334476,0.010654806651406,4.72756177952573E-05,0.004437022589145,0.004451038575668,48,lowH,0.782994974129889,0.63855488476051,0.680722557619745,FALSE
1282_contig_29_8349.004,0.005917107661422,0.00143113233487,4.24109226587071E-06,0.002963452199727,0.014899873037384,4.41627463785905E-05,0.002963967965887,0.002967359050445,50,lowH,0.782994974129889,0.852907297548089,0.426453648774045,FALSE
1282_contig_30_8350.003,0.005917107661422,0.00143113233487,4.24109226587071E-06,0.002963452199727,0.014899873037384,4.41627463785905E-05,0.002963967965887,0.002967359050445,52,lowH,0.782994974129889,0.852907297548089,0.426453648774045,FALSE
1282_contig_32_8355.004,0.051986017311062,0.003074440182028,8.00863009483968E-05,0.026049067864956,0.019255878186681,0.000501702565491,0.026054514918854,0.026706231454006,54,goodH,0.782994974129889,0.460473063975904,0.230236531987952,FALSE
1282_contig_33_8358.003,0.005917107661422,0.00143113233487,4.24109226587071E-06,0.002963452199727,0.014899873037384,4.41627463785905E-05,0.002963967965887,0.002967359050445,56,lowH,0.782994974129889,0.852907297548089,0.426453648774045,FALSE
1400_contig_34_25018.002,0.002962956440578,-0.0013541630378,-2.008814126354E-06,0.001483435945511,0.012225387754562,1.81391132718989E-05,0.001483724985748,0.001483679525223,58,lowH,0.782994974129889,0.833938042177153,0.583030978911424,FALSE
1413_contig_35_361.004,0.358533272974197,-0.001643742865508,-0.000294883164036,0.179397380346948,0.006819810287135,0.001223581319009,0.179415741419788,0.234042553191489,60,goodH,0.784297758184392,0.214420183511017,0.892789908244492,FALSE
1879_contig_36_207.001,0.00262811634349,-0.004088936149922,-5.37752655600682E-06,0.001315140750268,0.008003963014845,1.05280335212587E-05,0.001315352594925,0.001315789473684,62,lowH,0.782994974129889,0.328879312778857,0.835560343610572,FALSE
1886_contig_37_688.002,0.008608160519562,-0.002937080287856,-1.26551475566146E-05,0.004308750975906,0.010236794309426,4.41154437854687E-05,0.004309497920149,0.004322766570605,64,lowH,0.782994974129889,0.586911739398463,0.706544130300769,FALSE
2023_contig_38_8031.003,0.002706354976829,-0.003430723741663,-4.64672460308581E-06,0.001354444412605,0.009034027119569,1.22384469061206E-05,0.001354705575281,0.001355013550136,66,lowH,0.782994974129889,0.442867274899936,0.778566362550032,FALSE
2023_contig_39_8036.003,0.005405365706774,-0.000568397864429,-1.53817363254008E-06,0.002706156600508,0.01181241164715,3.19723582008103E-05,0.002706674907365,0.002710027100271,68,lowH,0.782994974129889,0.782762838876447,0.608618580561776,FALSE
2023_contig_40_8395.001,0.070493753718025,-0.007952180392937,-0.000280416118926,0.035262796499849,0.005090860799302,0.000179549408096,0.035268968289259,0.036585365853659,70,goodH,0.793466840950026,0.089993911681283,0.955003044159358,FALSE
2405_contig_41_4277.002,0.011627509319107,0.008755973443028,5.10333468278625E-05,0.005828403564711,0.021818306002696,0.000127189161914,0.005829470074279,0.005847953216374,72,goodH,0.782994974129889,0.305100710279766,0.152550355139883,FALSE
2405_contig_42_4288.001,0.040328719723183,0.002156951318637,4.35677061229056E-05,0.02019874335895,0.015259729900854,0.000308283644851,0.020202431291643,0.020588235294118,74,goodH,0.782994974129889,0.814337692712829,0.407168846356414,FALSE
2405_contig_44_4298.004,0.002936851211073,0.00279135495251,4.10631963915582E-06,0.001471084727316,0.016140238823748,2.37480754806364E-05,0.001471358369598,0.001470588235294,76,lowH,0.782994974129889,0.724400814816962,0.362200407408481,FALSE
2405_contig_45_4299.003,0.005865051903114,0.005580826372602,1.64252785566233E-05,0.002943162438677,0.03226359032881,9.49923019225455E-05,0.002944257007805,0.002941176470588,78,lowH,0.50647838161729,0.044002856651102,0.022001428325551,FALSE
2508_contig_1_47_6228.003,0.021502835538753,0.013888960211993,0.000149781219526,0.010784192426179,0.025856182915269,0.000278888270387,0.010786134647198,0.010869565217391,80,goodH,0.782994974129889,0.1506183977954,0.0753091988977,FALSE
2508_contig_1_48_8926.002,0.091432857735644,-0.004945516983143,-0.000226259015306,0.045750326220169,0.007444898298338,0.000340669727602,0.045758815493574,0.048022598870057,82,goodH,0.782994974129889,0.272282393016911,0.863858803491545,FALSE
2886_contig_49_8452.002,0.028895520334362,-0.002169903780057,-3.1396572333851E-05,0.014469108087835,0.013857916818994,0.000200567828715,0.014473158652556,0.014662756598241,84,goodH,0.782994974129889,0.969963018480689,0.484981509240344,FALSE
2886_contig_50_8456.003,0.023185215125429,-0.003135948700573,-3.64060095027938E-05,0.011609249059508,0.013628112839752,0.000158258481303,0.011612648292818,0.011730205278592,86,goodH,0.782994974129889,0.996750296001502,0.498375148000751,FALSE
3483_contig_51_7022.002,0.17310612244898,-0.011079230960625,-0.000959056975276,0.086563496932639,0.002603779500682,0.000225438055507,0.086581085475178,0.095714285714286,88,goodH,0.811295593808758,0.008986765525746,0.995506617237127,FALSE
3483_contig_52_7059.003,0.00285306122449,0.003821168289522,5.46134855057568E-06,0.001429235285332,0.016771637741037,2.39751416111656E-05,0.001429505095528,0.001428571428571,90,lowH,0.782994974129889,0.663980415044528,0.331990207522264,FALSE
3483_contig_53_7063.002,0.008534693877551,0.003585115951249,1.53274370334834E-05,0.004275297435817,0.016503953006335,7.05725955262837E-05,0.004276102549443,0.004285714285714,92,lowH,0.782994974129889,0.689170985689289,0.344585492844645,FALSE
3483_contig_54_7064.003,0.005697959183673,-0.003234330176795,-9.22407773755773E-06,0.002851928292212,0.009871613534167,2.8158511923959E-05,0.002852473086239,0.002857142857143,94,lowH,0.782994974129889,0.542310264128184,0.728844867935908,FALSE
3547_contig_1_55_2520.001,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
3547_contig_1_56_2558.002,0.499967481789802,0.004944135085435,0.001238526911462,0.250504262132886,0.018352666269239,0.004598235176299,0.250548618322906,0.495967741935484,98,goodH,0.782994974129889,0.528160821097464,0.264080410548732,FALSE
3547_contig_1_57_2559.002,0.005361891548156,-0.001566019903684,-4.20326437005382E-06,0.002684042750776,0.010710396296859,2.87518214820661E-05,0.002684477836782,0.997311827956989,100,lowH,0.782994974129889,0.645456526376648,0.677271736811676,FALSE
